id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,speed,sim,f_camera,camera,memory,screen,wifi,price
996,774,0.5,188,1480,1731,2944,8,6,2,No,4,low,Dual,2.0,9.0,10557,Touch,b,1026.65
997,1068,0.9,197,322,875,1209,19,12,12,No,4,low,Dual,,9.0,19687,Touch,none,751.03
998,1373,0.9,141,1220,1348,2752,15,2,7,Yes,4,medium,Dual,1.0,12.0,28949,Touch,b,1292.15
999,1777,0.6,188,511,616,3868,5,1,7,Yes,2,high,Single,3.0,5.0,20184,Touch,a,1174.11
1000,594,0.1,132,1011,1263,3087,16,4,4,No,4,low,Single,2.0,3.0,28493,Touch,g,1109.35
1001,1524,0.5,124,629,635,947,11,4,16,No,2,high,Dual,5.0,12.0,57056,Touch,a,617.69
1002,511,0.1,175,140,622,1484,9,7,8,Yes,3,low,Dual,12.0,16.0,50921,LCD,none,638.13
1003,1402,0.3,87,1081,1767,347,17,0,12,Yes,3,low,Dual,3.0,12.0,46244,LCD,n,701.01
1004,965,1.0,131,297,653,3227,12,6,8,Yes,3,low,Single,15.0,19.0,53678,LCD,none,947.49
1005,1270,0.5,104,1512,1716,3299,13,4,16,Yes,2,high,Single,,1.0,58497,LCD,n,729.64
1006,919,0.3,159,275,570,1028,8,4,17,No,3,low,Dual,11.0,15.0,13479,LCD,none,662.66
1007,1963,0.1,157,1136,1813,714,18,2,2,Yes,4,medium,Single,16.0,17.0,34540,LCD,g,1120.07
1008,1977,0.4,173,1145,1356,2641,8,2,7,No,2,medium,Dual,2.0,6.0,31564,LCD,none,1052.32
1009,1881,0.3,158,477,1553,1229,12,0,14,No,3,medium,Single,4.0,7.0,51264,LCD,none,686.22
1010,683,0.9,173,954,1985,2622,16,3,5,No,2,low,Single,5.0,17.0,19593,LCD,b,914.72
1011,772,0.1,100,741,1471,929,13,6,18,No,2,high,Dual,7.0,10.0,6443,Touch,b,471.45
1012,536,0.7,135,547,705,1211,15,10,7,Yes,4,medium,Single,,,53566,LCD,g,771.15
1013,1694,1.0,186,1194,1208,1653,7,5,6,No,3,medium,Single,,,53649,LCD,none,650.1
1014,1633,0.9,111,146,906,511,9,0,7,No,4,medium,Dual,3.0,19.0,33346,Touch,none,760.9
1015,1371,0.5,167,471,663,3034,13,6,8,No,2,low,Single,4.0,19.0,52166,LCD,none,699.79
1016,551,0.1,172,169,1916,1414,6,1,19,Yes,4,high,Single,,15.0,53989,LCD,n,879.44
1017,1221,0.5,139,1895,1976,2438,13,11,10,No,4,low,Single,1.0,7.0,28576,Touch,n,1046.08
1018,1000,0.7,179,1537,1761,3744,11,1,7,Yes,2,low,Single,12.0,18.0,63003,LCD,b,659.87
1019,1986,0.2,162,236,1520,1377,5,3,15,No,4,high,Dual,3.0,20.0,64701,Touch,n,889.66
1020,1119,0.4,164,821,915,3520,7,4,7,No,4,low,Dual,,1.0,23757,LCD,none,922.93
1021,1699,0.5,97,466,1768,3796,17,10,12,No,2,low,Dual,1.0,3.0,59669,Touch,g,1071.04
1022,1099,0.3,146,393,1096,1699,17,10,3,No,4,low,Single,13.0,20.0,61684,Touch,b,671.52
1023,1576,0.2,90,400,631,336,14,8,13,No,3,high,Single,7.0,16.0,58407,Touch,a,680.45
1024,950,0.1,156,774,843,1095,14,12,13,Yes,2,low,Single,9.0,10.0,55403,Touch,none,545.45
1025,1081,1.0,99,284,519,325,9,1,6,Yes,2,high,Dual,13.0,17.0,49233,LCD,b,399.31
1026,606,0.2,146,465,1152,1223,19,12,7,No,4,high,Single,1.0,2.0,53340,LCD,none,723.67
1027,502,0.2,199,705,1810,1649,6,1,14,No,2,medium,Dual,7.0,12.0,37576,Touch,none,564.13
1028,957,0.1,160,38,1682,1898,12,4,3,Yes,4,low,Single,,,4349,Touch,none,924.86
1029,1658,0.3,159,51,739,2609,12,11,19,Yes,4,medium,Dual,,,38377,LCD,none,1321.83
1030,1681,0.3,167,850,1005,2265,5,3,20,Yes,3,high,Dual,6.0,7.0,18782,Touch,n,861.48
1031,1983,1.0,87,349,676,2775,9,4,3,Yes,2,low,Dual,3.0,10.0,43763,Touch,n,859.81
1032,1753,0.9,113,387,1595,1445,17,16,12,No,4,medium,Single,8.0,17.0,12233,Touch,a,706.45
1033,1632,0.1,132,706,1623,2614,5,4,15,Yes,3,medium,Single,,1.0,41534,LCD,none,942.75
1034,1949,0.3,145,951,1178,356,5,3,19,Yes,2,medium,Single,7.0,11.0,57256,LCD,none,648.72
1035,1696,0.9,97,179,772,523,5,0,4,No,2,medium,Single,1.0,2.0,13059,Touch,b,562.13
1036,688,0.8,131,426,1964,3745,17,1,4,No,2,high,Dual,,3.0,57588,Touch,none,817.48
1037,1104,0.4,199,653,1413,1229,6,0,3,No,4,medium,Single,1.0,13.0,60540,Touch,a,900.11
1038,1122,0.6,184,1578,1963,1402,14,10,3,No,2,high,Single,,4.0,28479,Touch,none,752.88
1039,504,0.9,172,280,1795,2085,13,5,8,Yes,4,low,Dual,2.0,14.0,46544,LCD,none,735.8
1040,1154,0.7,156,251,1801,587,8,3,4,No,4,low,Single,12.0,14.0,14805,Touch,b,693.72
1041,1727,0.6,85,1463,1992,2457,19,13,7,No,4,medium,Single,2.0,8.0,63589,LCD,n,1073.49
1042,1674,0.2,89,1432,1649,2030,7,0,6,No,4,high,Dual,,7.0,52402,LCD,none,1004.94
1043,1948,0.2,135,477,571,816,16,2,3,No,4,high,Dual,5.0,14.0,18329,LCD,none,819.44
1044,1218,0.8,150,1122,1746,1667,10,0,12,Yes,2,high,Dual,3.0,14.0,39661,LCD,none,611.58
1045,531,0.7,189,145,1903,2958,17,1,19,No,2,medium,Single,10.0,14.0,63387,Touch,none,651.17
1046,1057,0.5,154,416,1055,3705,6,4,13,No,3,medium,Single,4.0,13.0,5668,LCD,none,1284.14
1047,576,0.8,162,847,893,2800,11,6,16,No,2,medium,Single,1.0,5.0,30991,Touch,b,342.68
1048,1960,0.2,165,868,877,3773,11,9,6,Yes,2,medium,Single,1.0,9.0,7741,Touch,a,1280.23
1049,673,0.1,88,594,1088,2050,7,2,17,Yes,4,medium,Dual,3.0,5.0,22613,Touch,none,1021.75
1050,718,0.8,88,518,830,1754,17,11,9,No,4,low,Dual,,7.0,21772,LCD,b,833.77
1051,864,0.3,103,663,1805,1904,12,8,13,No,4,medium,Single,3.0,7.0,35577,Touch,b,688.07
1052,547,0.4,154,371,541,2705,17,3,10,No,3,medium,Dual,1.0,4.0,37452,Touch,none,890.5
1053,623,0.1,102,1749,1781,3537,16,13,3,Yes,4,low,Single,1.0,7.0,3396,LCD,g,1165.02
1054,1793,0.4,154,586,722,1370,16,3,19,No,3,low,Dual,11.0,13.0,27798,LCD,a,697.89
1055,1720,0.1,137,409,646,1222,13,2,7,Yes,2,low,Dual,,3.0,19352,LCD,none,549.81
1056,812,1.0,106,35,1309,3102,6,0,2,No,2,low,Dual,1.0,7.0,64768,LCD,none,713.65
1057,980,0.9,160,1008,1758,2268,7,5,4,Yes,4,low,Single,,,33378,Touch,none,869.0
1058,643,0.2,187,442,1079,2648,7,5,18,No,4,medium,Single,9.0,12.0,18566,Touch,a,964.37
1059,1925,0.8,175,983,1087,2173,7,3,19,No,4,high,Dual,,11.0,16224,Touch,none,1127.63
1060,1408,0.1,151,875,982,3162,19,18,3,Yes,3,high,Single,3.0,6.0,32445,LCD,none,844.5
1061,1522,0.2,124,952,1191,1368,14,5,17,Yes,3,low,Dual,4.0,5.0,28900,LCD,g,786.29
1062,587,0.6,111,244,1361,2746,10,4,7,Yes,4,high,Single,16.0,17.0,51658,LCD,g,713.06
1063,1959,0.7,191,65,1055,619,7,4,8,No,3,low,Dual,5.0,20.0,18640,Touch,n,744.61
1064,1872,0.7,89,1749,1767,724,17,3,9,No,3,low,Dual,3.0,6.0,17285,LCD,b,735.99
1065,1043,0.1,111,716,1626,912,16,9,6,Yes,2,low,Single,7.0,8.0,42719,Touch,none,533.43
1066,1809,0.7,123,433,1661,2784,12,6,20,No,3,low,Single,6.0,19.0,23566,Touch,n,881.19
1067,1703,0.2,92,134,521,793,7,3,17,Yes,4,low,Single,5.0,7.0,23256,Touch,none,875.95
1068,1095,0.5,197,179,1247,560,9,1,10,Yes,3,low,Single,4.0,5.0,45240,Touch,none,610.92
1069,1414,0.6,137,804,1564,312,5,2,8,No,2,high,Single,1.0,20.0,27319,LCD,b,504.63
1070,1659,0.1,88,787,1515,545,12,0,9,Yes,2,high,Single,2.0,18.0,41320,Touch,b,548.06
1071,1540,0.8,197,704,822,1591,19,0,2,No,3,low,Dual,1.0,12.0,60560,LCD,n,752.07
1072,1342,0.6,86,991,1638,2746,15,5,10,No,4,medium,Single,,1.0,31448,Touch,none,1092.99
1073,1189,0.5,198,379,932,893,9,6,13,Yes,3,high,Single,13.0,14.0,8515,Touch,none,618.81
1074,518,0.6,128,489,710,2514,16,12,7,Yes,4,high,Single,,,62778,Touch,a,1042.04
1075,1449,0.2,144,1518,1883,1032,10,0,8,No,4,low,Dual,3.0,12.0,10869,Touch,g,882.0
1076,516,0.4,91,855,1401,819,8,0,10,No,4,medium,Dual,,7.0,39720,Touch,a,664.48
1077,1569,0.9,111,1261,1383,3672,15,2,15,No,3,low,Dual,8.0,16.0,59132,LCD,n,1017.11
1078,1312,0.9,156,115,1791,3833,14,13,17,Yes,2,low,Dual,,,25008,Touch,none,822.46
1079,1893,0.1,179,1203,1432,1482,15,7,17,Yes,2,low,Dual,1.0,3.0,23269,Touch,none,929.74
1080,1076,0.2,105,545,1300,2043,7,5,14,No,2,high,Single,3.0,4.0,14394,LCD,none,592.91
1081,530,0.9,118,818,1090,1229,16,11,2,Yes,2,high,Single,1.0,2.0,40748,Touch,none,521.54
1082,1044,0.6,129,42,1262,1816,17,16,15,Yes,3,high,Dual,7.0,13.0,33763,LCD,b,852.38
1083,1330,0.7,126,1103,1637,2166,10,1,4,No,3,medium,Single,11.0,20.0,37151,LCD,none,820.57
1084,1836,0.7,104,168,1068,2469,18,6,7,No,3,medium,Dual,,1.0,14230,Touch,n,770.75
1085,1741,0.1,140,719,755,2575,13,10,7,Yes,4,low,Single,1.0,3.0,55729,Touch,n,1331.32
1086,1869,0.4,152,163,874,1375,15,3,19,No,4,high,Single,,13.0,30574,LCD,none,837.21
1087,1331,0.9,146,1162,1531,1732,6,2,11,No,3,low,Single,8.0,15.0,55687,LCD,a,853.93
1088,1655,0.1,105,626,1348,673,10,3,12,Yes,4,low,Dual,6.0,12.0,4421,LCD,none,833.52
1089,605,0.9,162,329,656,2301,15,9,8,No,4,medium,Single,9.0,14.0,18535,LCD,none,1155.02
1090,1245,0.7,105,330,1434,2676,17,8,7,Yes,3,low,Single,2.0,3.0,30880,LCD,none,819.6
1091,1709,0.8,136,956,1292,1781,18,3,17,Yes,4,low,Single,8.0,10.0,58141,LCD,none,1011.59
1092,846,0.1,123,1140,1983,2248,16,8,13,Yes,4,high,Single,,15.0,58482,LCD,none,1046.05
1093,1403,0.9,90,217,1623,921,14,13,18,Yes,3,high,Dual,3.0,13.0,62483,LCD,none,701.68
1094,688,1.0,89,271,869,391,5,2,8,Yes,3,medium,Single,,2.0,2152,Touch,a,473.58
1095,775,0.1,185,444,1555,1719,19,3,18,Yes,4,high,Dual,1.0,14.0,9968,Touch,n,858.34
1096,1154,0.8,159,1003,1827,3262,16,15,16,No,4,medium,Single,6.0,16.0,35035,LCD,none,1398.36
1097,1375,0.1,194,227,772,1947,15,13,15,No,4,low,Dual,2.0,3.0,35316,Touch,a,788.8
1098,1827,0.9,130,253,1764,2693,8,3,7,Yes,2,low,Single,4.0,9.0,61772,Touch,a,994.77
1099,1697,0.1,90,88,1046,441,15,1,11,No,4,low,Single,,,60930,Touch,none,744.67
1100,741,0.3,178,334,594,1886,19,11,9,No,3,medium,Single,1.0,13.0,14228,Touch,n,703.28
1101,1672,0.7,174,1281,1896,1267,17,4,20,Yes,4,low,Dual,13.0,20.0,31934,Touch,none,1103.43
1102,514,0.1,186,168,1320,687,6,0,20,Yes,3,low,Single,4.0,7.0,57071,Touch,b,512.88
1103,1375,0.1,105,898,1687,2890,17,1,12,Yes,2,medium,Dual,2.0,13.0,12592,LCD,none,569.99
1104,989,0.7,124,46,1069,1737,8,5,10,Yes,4,medium,Dual,4.0,12.0,55775,LCD,n,724.67
1105,1510,0.7,138,118,1170,887,18,6,5,Yes,2,high,Dual,11.0,13.0,47330,LCD,none,453.32
1106,1266,0.4,86,1187,1595,398,16,8,3,No,3,high,Single,1.0,2.0,18422,Touch,b,587.56
1107,1396,0.1,138,1191,1347,2389,7,3,15,No,2,high,Dual,,1.0,46116,LCD,b,603.46
1108,808,0.8,161,526,1324,3431,15,6,13,No,2,high,Single,3.0,9.0,45374,Touch,b,600.7
1109,1542,0.8,182,346,966,3601,14,4,16,No,2,high,Single,1.0,11.0,43380,LCD,none,1041.8
1110,745,0.8,102,89,1538,2459,14,1,16,Yes,3,low,Dual,5.0,10.0,35278,Touch,none,704.49
1111,1735,0.7,148,137,846,3230,6,1,9,Yes,4,medium,Dual,,,59756,Touch,none,1183.54
1112,586,0.3,188,1226,1389,3646,15,4,11,No,3,low,Dual,1.0,5.0,57017,Touch,b,991.27
1113,1341,0.4,107,473,574,2200,18,14,15,Yes,2,medium,Dual,,1.0,36683,Touch,none,666.43
1114,781,0.2,88,368,607,3862,17,10,9,Yes,2,medium,Dual,1.0,7.0,64119,LCD,none,433.74
1115,501,0.5,174,239,1636,3077,17,3,17,Yes,2,low,Dual,14.0,20.0,22766,LCD,none,759.48
1116,1224,0.2,139,622,709,621,11,4,14,Yes,4,medium,Dual,2.0,9.0,44108,Touch,b,683.21
1117,1970,0.3,80,654,882,2372,14,12,2,No,4,medium,Dual,11.0,19.0,58279,Touch,none,1030.8
1118,618,0.9,138,853,1781,2574,14,3,5,Yes,4,medium,Dual,,1.0,63316,Touch,none,923.28
1119,1537,0.8,158,686,1305,2857,17,14,2,No,4,high,Single,11.0,17.0,46415,Touch,g,1119.57
1120,1018,0.6,153,992,1433,3143,17,12,20,No,2,medium,Single,8.0,10.0,16423,Touch,none,1014.89
1121,1545,0.1,173,115,1352,3197,14,9,6,No,4,medium,Dual,15.0,20.0,35602,LCD,g,1264.06
1122,1871,0.4,144,275,1966,2727,15,8,11,No,4,medium,Single,4.0,5.0,41548,LCD,none,1015.78
1123,1729,0.9,186,461,1178,1519,9,4,5,Yes,3,medium,Dual,1.0,6.0,13199,LCD,n,929.98
1124,680,0.1,131,1428,1500,2438,14,2,17,Yes,4,medium,Dual,9.0,11.0,9506,LCD,none,878.74
1125,1106,0.7,107,614,1212,2674,9,3,9,Yes,3,medium,Single,4.0,9.0,54689,LCD,n,1101.32
1126,635,0.3,97,193,989,2107,13,12,12,Yes,4,low,Dual,1.0,13.0,50394,LCD,none,774.02
1127,618,0.2,143,1105,1602,2262,16,15,4,No,2,low,Single,8.0,14.0,16213,Touch,none,695.89
1128,1671,0.9,179,398,1263,815,16,6,10,No,3,low,Dual,13.0,18.0,5115,Touch,n,740.17
1129,1562,0.1,105,480,728,2829,13,10,3,Yes,4,medium,Dual,,9.0,52762,Touch,g,1245.71
1130,1975,0.9,151,775,1607,3022,13,5,19,Yes,2,medium,Dual,2.0,17.0,31372,LCD,n,1063.89
1131,831,0.7,134,1482,1490,2573,16,12,18,Yes,4,low,Single,2.0,9.0,62740,LCD,b,921.83
1132,1524,0.6,174,154,550,2678,16,5,13,Yes,3,medium,Dual,,1.0,10599,LCD,g,1029.41
1133,1528,0.8,129,454,1762,1282,11,9,11,Yes,4,medium,Dual,3.0,6.0,55797,Touch,a,857.84
1134,1447,0.2,155,737,1455,568,12,11,8,Yes,2,high,Dual,2.0,16.0,9364,LCD,none,490.29
1135,1344,0.5,190,419,556,2074,8,1,5,No,3,medium,Single,1.0,3.0,14794,Touch,none,794.61
1136,564,0.7,130,853,1737,2227,9,2,14,No,3,high,Dual,1.0,3.0,8503,LCD,n,842.7
1137,921,0.1,83,1211,1229,1080,10,0,6,No,2,low,Dual,1.0,3.0,60704,LCD,b,643.47
1138,1413,0.2,200,314,1606,2867,5,4,15,Yes,2,medium,Single,2.0,6.0,10396,Touch,none,919.81
1139,831,0.5,86,172,1239,1075,12,11,3,No,3,high,Single,10.0,12.0,55472,Touch,none,581.69
1140,802,0.6,153,527,734,3063,17,13,4,No,2,low,Dual,3.0,6.0,43484,Touch,none,509.05
1141,1923,1.0,86,874,1264,2479,9,2,15,No,3,medium,Single,3.0,4.0,24801,Touch,none,854.81
1142,1193,0.4,196,674,864,2394,19,11,14,Yes,3,high,Single,10.0,17.0,56176,Touch,none,883.28
1143,904,0.8,112,657,1014,2814,13,3,19,Yes,4,medium,Dual,10.0,11.0,31332,LCD,none,844.07
1144,1285,1.0,140,475,500,2094,8,0,10,No,4,high,Single,1.0,2.0,51387,LCD,none,1279.87
1145,1635,0.6,182,1209,1411,2315,10,1,2,No,4,high,Dual,,,2523,Touch,none,1195.29
1146,1923,0.9,154,15,525,2519,13,0,16,No,4,medium,Dual,5.0,6.0,14889,LCD,a,985.61
1147,1851,0.9,198,293,1967,735,7,6,14,Yes,4,medium,Dual,3.0,11.0,12812,LCD,a,814.08
1148,727,1.0,131,813,1377,1891,19,13,7,Yes,4,medium,Single,,1.0,32538,LCD,g,888.02
1149,1396,0.1,118,173,1843,1386,7,1,8,No,4,medium,Dual,,1.0,44741,Touch,n,886.75
1150,877,0.8,135,457,652,3260,14,12,6,No,4,medium,Dual,9.0,14.0,46524,LCD,none,1159.0
1151,696,0.2,103,533,797,2022,14,11,4,Yes,4,high,Single,11.0,13.0,34992,LCD,n,729.57
1152,1009,0.6,102,912,1043,1716,7,5,15,Yes,2,medium,Dual,2.0,14.0,2838,LCD,none,570.49
1153,1526,0.3,116,798,1418,3317,7,1,8,No,4,medium,Dual,2.0,6.0,38533,Touch,a,1031.57
1154,987,0.8,192,412,565,1454,11,3,8,No,3,medium,Dual,1.0,3.0,20335,Touch,none,481.17
1155,1414,0.5,101,130,887,2290,13,0,12,Yes,4,medium,Dual,,1.0,49626,Touch,none,973.45
1156,1732,0.3,172,201,656,3940,17,11,20,No,2,low,Single,2.0,3.0,61461,Touch,g,1155.11
1157,1587,0.9,148,299,874,461,17,4,4,Yes,3,low,Single,,15.0,50134,LCD,b,536.64
1158,1097,0.1,160,1277,1352,2219,15,6,12,No,4,low,Single,10.0,15.0,21352,LCD,g,1012.38
1159,504,0.5,178,626,1195,470,6,0,16,No,3,high,Dual,,,40131,LCD,none,547.73
1160,1159,0.2,80,378,751,2495,10,0,9,No,4,high,Single,13.0,18.0,28574,Touch,n,849.6
1161,1910,0.6,146,333,639,2944,8,7,2,No,3,medium,Single,,2.0,29155,Touch,a,1209.96
1162,865,0.1,159,805,1804,2361,16,11,19,No,3,medium,Dual,8.0,9.0,59402,LCD,n,840.05
1163,1930,0.8,186,1901,1920,1783,17,3,13,Yes,2,medium,Single,11.0,12.0,16208,LCD,n,896.7
1164,860,0.7,170,1573,1581,2832,13,7,20,Yes,4,medium,Dual,8.0,13.0,40852,Touch,b,1131.32
1165,1268,0.9,182,360,912,931,11,5,20,Yes,4,high,Single,9.0,17.0,42574,Touch,none,828.28
1166,999,0.1,167,20,745,1344,17,10,5,Yes,4,medium,Dual,,1.0,27947,LCD,none,547.43
1167,622,0.3,127,98,511,3916,13,1,5,No,4,low,Single,,,9349,LCD,g,801.81
1168,1250,0.2,182,703,1011,1882,14,1,14,Yes,2,medium,Single,8.0,20.0,44696,LCD,none,489.77
1169,763,0.3,104,273,1278,2865,11,6,9,Yes,4,low,Single,9.0,12.0,51449,Touch,g,940.21
1170,1100,0.1,112,919,1344,757,12,2,16,Yes,3,medium,Single,12.0,14.0,15628,Touch,b,609.72
1171,815,0.3,85,982,1291,3469,5,4,6,No,3,medium,Dual,4.0,12.0,51266,LCD,a,911.09
1172,618,0.2,88,879,896,2399,18,15,17,Yes,4,low,Dual,2.0,7.0,57604,Touch,a,984.79
1173,553,0.7,136,1287,1892,3300,12,10,20,Yes,4,medium,Dual,,1.0,18734,LCD,none,670.83
1174,673,0.4,84,1109,1247,2719,19,2,9,Yes,3,medium,Dual,2.0,9.0,3592,Touch,a,692.25
1175,563,0.3,115,211,684,3012,14,4,15,No,3,medium,Dual,3.0,12.0,47788,LCD,none,766.6
1176,1590,0.5,187,1058,1109,2836,6,5,4,No,4,medium,Dual,12.0,15.0,14695,LCD,none,1248.57
1177,1031,0.1,121,532,1247,2385,11,7,16,Yes,4,medium,Dual,2.0,9.0,11204,LCD,none,851.78
1178,909,0.4,97,290,773,594,12,0,4,Yes,3,low,Dual,9.0,10.0,30829,Touch,b,455.17
1179,1880,0.6,104,890,1019,2968,9,0,3,No,4,low,Single,,1.0,7678,Touch,none,1211.4
1180,1479,0.1,146,327,645,3762,12,10,5,Yes,4,medium,Dual,,,24452,LCD,none,1104.21
1181,1271,0.9,161,1260,1788,892,15,13,20,No,2,medium,Dual,,1.0,2191,Touch,none,467.45
1182,709,0.1,81,570,1422,467,17,11,5,No,4,medium,Single,11.0,15.0,13270,Touch,a,587.54
1183,1744,0.7,158,621,1558,345,10,6,14,No,4,high,Single,,,62885,LCD,none,758.47
1184,1314,0.8,116,328,1858,3033,9,8,17,Yes,4,medium,Single,,1.0,40517,Touch,g,1088.82
1185,1136,0.9,150,1307,1767,2110,9,5,16,No,4,low,Single,,2.0,10134,LCD,g,942.21
1186,1039,0.3,125,497,618,3105,14,8,5,Yes,2,high,Single,11.0,13.0,56817,Touch,b,885.04
1187,1300,0.1,156,219,1037,874,15,3,10,Yes,3,low,Single,5.0,7.0,62637,Touch,none,727.45
1188,732,0.6,188,1163,1554,3681,19,3,15,Yes,4,high,Dual,7.0,11.0,39651,Touch,a,734.94
1189,511,0.7,180,24,759,3865,8,3,7,No,4,low,Dual,1.0,10.0,52461,LCD,a,1081.5
1190,1092,0.5,167,468,571,737,14,4,11,Yes,2,low,Dual,10.0,14.0,11686,Touch,none,544.97
1191,921,0.1,170,1272,1469,3153,8,2,11,Yes,4,medium,Dual,12.0,18.0,10718,Touch,none,1031.01
1192,1030,0.7,147,503,551,2800,8,6,12,Yes,4,low,Single,4.0,8.0,37563,LCD,g,708.6
1193,1130,0.9,101,1495,1579,315,14,5,11,No,3,medium,Dual,,8.0,27244,Touch,none,634.87
1194,1299,0.8,187,1333,1838,1412,13,1,20,No,2,high,Dual,2.0,6.0,60598,Touch,a,676.78
1195,1009,0.6,115,267,1841,2286,19,8,13,Yes,4,high,Dual,7.0,15.0,2642,LCD,none,894.68
1196,1735,0.1,140,149,876,2392,17,15,19,No,3,medium,Dual,16.0,17.0,34945,LCD,g,784.0
1197,1129,0.5,185,1070,1079,1857,8,4,5,Yes,3,high,Dual,,2.0,49587,Touch,b,757.81
1198,708,0.3,116,206,620,1419,10,6,16,No,3,medium,Single,,1.0,26245,Touch,b,727.55
1199,894,0.1,123,158,747,3305,12,7,2,No,4,low,Single,2.0,3.0,59065,LCD,none,975.19
1200,530,0.3,88,48,1012,959,17,7,6,No,2,high,Single,1.0,20.0,32993,Touch,none,411.71
1201,1481,0.5,105,249,522,2635,17,16,4,Yes,3,medium,Dual,,,35183,LCD,a,1000.95
1202,1068,0.6,194,935,1499,1754,17,7,9,No,4,high,Dual,,1.0,45484,LCD,n,774.61
1203,1487,0.7,84,140,768,2563,18,4,14,No,4,low,Single,6.0,12.0,56995,LCD,none,1285.98
1204,1524,1.0,96,184,740,1936,7,0,9,No,4,high,Dual,11.0,20.0,41385,Touch,n,1131.8
1205,1093,0.3,196,238,807,1869,8,5,4,No,4,medium,Dual,2.0,14.0,22400,Touch,a,773.33
1206,1816,0.1,186,800,1089,3637,11,7,16,Yes,2,medium,Dual,,2.0,50574,LCD,g,733.01
1207,627,0.8,142,211,507,896,17,6,14,No,2,medium,Single,2.0,8.0,20148,LCD,none,444.55
1208,989,0.4,132,670,804,2349,10,1,20,Yes,4,low,Single,13.0,15.0,51655,LCD,g,948.21
1209,1895,0.7,134,725,1335,774,15,4,6,No,4,low,Single,2.0,11.0,5615,Touch,none,718.24
1210,805,0.9,168,81,1544,3397,7,6,2,Yes,4,medium,Dual,,10.0,58612,LCD,none,935.02
1211,713,0.4,181,1211,1378,485,10,6,4,Yes,4,medium,Single,7.0,9.0,2073,Touch,b,585.14
1212,864,0.7,148,1362,1378,3964,13,8,12,No,4,high,Single,10.0,15.0,24777,Touch,none,1177.46
1213,1177,1.0,181,945,1923,1887,8,5,11,No,3,low,Single,1.0,7.0,11585,Touch,n,993.76
1214,582,0.7,107,1043,1702,2977,6,1,20,No,2,low,Single,8.0,11.0,32408,Touch,b,668.46
1215,1898,0.2,185,444,739,2114,10,5,19,No,4,medium,Dual,3.0,4.0,56653,Touch,n,887.69
1216,1158,0.7,123,311,1796,1542,17,9,15,No,4,low,Dual,1.0,20.0,29569,LCD,g,965.2
1217,1451,0.6,181,812,1456,3038,15,7,18,Yes,4,low,Single,5.0,12.0,57553,LCD,n,1008.15
1218,1820,0.9,163,202,1884,2481,11,9,11,Yes,2,medium,Single,5.0,10.0,51548,LCD,none,826.79
1219,984,0.8,140,531,707,841,18,15,16,No,4,low,Dual,3.0,20.0,9431,LCD,none,664.09
1220,580,0.4,135,404,898,3565,12,11,8,Yes,3,medium,Dual,,5.0,24536,LCD,a,1051.98
1221,1263,0.4,146,954,1609,1958,9,6,4,Yes,3,medium,Single,,3.0,5411,Touch,g,707.15
1222,1237,0.1,87,274,603,2454,14,0,8,No,3,low,Single,2.0,5.0,27430,Touch,g,934.47
1223,514,0.1,172,956,1723,3392,12,8,5,Yes,4,medium,Single,7.0,9.0,37027,Touch,a,932.68
1224,1515,0.9,184,1438,1593,262,14,4,20,No,4,high,Single,,1.0,56324,Touch,none,747.87
1225,721,0.4,194,1446,1988,530,8,4,8,No,4,low,Dual,6.0,9.0,6533,LCD,a,740.73
1226,603,0.7,126,692,1057,3703,13,1,9,Yes,2,high,Dual,3.0,16.0,35685,LCD,g,784.1
1227,1426,0.4,109,777,1032,2562,5,1,3,Yes,4,high,Single,2.0,7.0,55371,LCD,none,1177.63
1228,1820,0.6,161,1157,1951,574,10,2,18,Yes,4,medium,Dual,,3.0,64963,Touch,none,880.89
1229,1215,0.1,130,454,1473,2632,7,1,15,No,2,medium,Single,4.0,8.0,16577,LCD,n,897.25
1230,697,0.4,173,478,1477,259,12,6,4,No,4,high,Dual,5.0,6.0,20672,Touch,b,692.83
1231,717,0.6,198,217,1106,688,10,7,15,Yes,2,low,Dual,4.0,5.0,10735,Touch,none,414.2
1232,1348,0.3,145,468,741,2554,19,1,12,Yes,2,medium,Dual,5.0,6.0,36274,Touch,none,680.29
1233,1164,0.3,88,1107,1656,3859,11,10,17,Yes,2,high,Dual,,6.0,61440,Touch,none,846.39
1234,578,0.3,170,626,1134,2977,15,12,5,Yes,4,low,Single,9.0,13.0,62075,Touch,a,1164.85
1235,1971,0.3,186,485,922,571,8,7,17,Yes,3,low,Dual,,19.0,40641,Touch,none,622.86
1236,1794,0.5,86,43,627,402,14,7,14,Yes,4,low,Dual,5.0,7.0,55555,LCD,b,804.52
1237,1558,0.1,114,322,1385,878,16,5,17,Yes,4,high,Single,2.0,3.0,32212,Touch,b,694.19
1238,1597,0.5,85,880,1145,2130,8,3,15,Yes,4,low,Single,4.0,19.0,4326,Touch,none,1085.93
1239,1240,0.1,146,1511,1756,3260,13,1,17,No,2,medium,Single,,9.0,39903,LCD,n,1236.79
1240,1994,0.6,88,667,711,454,11,8,6,Yes,4,low,Dual,2.0,4.0,7376,Touch,none,815.05
1241,1221,0.4,152,765,1899,2638,19,16,14,No,4,high,Single,7.0,19.0,35117,Touch,b,1388.11
